ID,Group,Time,Time Unit,Observation,Observation Unit,Observation ID,Observation Variable,Administration ID,Amount,Amount Unit,Amount Variable,Infusion Duration,Interdose Interval,Additional Doses
5502,5,1,h,592000,,1,,,.,,,,,
5502,5,24,h,17200000,,1,,,.,,,,,
5502,5,72,h,16600000,,1,,,.,,,,,
5502,5,167.9,h,7310000,,1,,,.,,,,,
5502,5,240,h,17900000,,1,,,.,,,,,
5502,5,335.9,h,6970000,,1,,,.,,,,,
5502,5,337.5,h,7030000,,1,,,.,,,,,
5502,5,360,h,25900000,,1,,,.,,,,,
5502,5,408,h,18500000,,1,,,.,,,,,
5502,5,503.9,h,8070000,,1,,,.,,,,,
5502,5,672,h,8340000,,1,,,.,,,,,
