Time,DV,YDESC,CL_Drug,DOSEGROUP,CL,Drug,YTYPE,ID,mdv,TIME_UNIT,UNIT
18,0,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity,5,13,1,h,ng/mL
44,0,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity,5,13,1,h,ng/mL
68,12.02619,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity,5,13,0,h,ng/mL
94,36.97107,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity,5,13,0,h,ng/mL
18,0,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity,5,14,1,h,ng/mL
44,38.555796667,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity,5,14,0,h,ng/mL
68,117.67384,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity,5,14,0,h,ng/mL
94,129.24187667,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity,5,14,0,h,ng/mL
18,0,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity,5,15,1,h,ng/mL
44,69.431603333,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity,5,15,0,h,ng/mL
68,238.381,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity,5,15,0,h,ng/mL
94,451.9058,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity,5,15,0,h,ng/mL
18,0,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity,5,16,1,h,ng/mL
44,76.125373333,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity,5,16,0,h,ng/mL
68,310.29206667,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity,5,16,0,h,ng/mL
94,745.1658,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity,5,16,0,h,ng/mL
18,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity,4,20,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity,4,20,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity,4,20,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity,4,20,1,h,ng/mL
18,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity,4,21,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity,4,21,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity,4,21,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity,4,21,1,h,ng/mL
18,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity,4,22,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity,4,22,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity,4,22,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity,4,22,1,h,ng/mL
18,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity,4,23,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity,4,23,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity,4,23,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity,4,23,1,h,ng/mL
18,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity,4,24,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity,4,24,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity,4,24,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity,4,24,1,h,ng/mL
18,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity,4,25,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity,4,25,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity,4,25,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity,4,25,1,h,ng/mL
18,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity,4,26,1,h,ng/mL
44,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity,4,26,1,h,ng/mL
68,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity,4,26,1,h,ng/mL
94,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity,4,26,1,h,ng/mL
18,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity,3,20,1,h,ng/mL
44,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity,3,20,1,h,ng/mL
68,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity,3,20,1,h,ng/mL
94,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity,3,20,1,h,ng/mL
18,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity,3,21,1,h,ng/mL
44,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity,3,21,1,h,ng/mL
68,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity,3,21,1,h,ng/mL
94,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity,3,21,1,h,ng/mL
18,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity,3,22,1,h,ng/mL
44,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity,3,22,1,h,ng/mL
68,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity,3,22,1,h,ng/mL
94,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity,3,22,1,h,ng/mL
18,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity,3,23,1,h,ng/mL
44,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity,3,23,1,h,ng/mL
68,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity,3,23,1,h,ng/mL
94,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity,3,23,1,h,ng/mL
18,0,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity,3,24,1,h,ng/mL
44,7.44425,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity,3,24,0,h,ng/mL
68,24.637723333,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity,3,24,0,h,ng/mL
94,1.3381833333,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity,3,24,0,h,ng/mL
18,0,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity,3,25,1,h,ng/mL
44,14.633134667,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity,3,25,0,h,ng/mL
68,61.5549,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity,3,25,0,h,ng/mL
94,5.62813,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity,3,25,0,h,ng/mL
18,0,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity,3,26,1,h,ng/mL
44,0,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity,3,26,1,h,ng/mL
68,22.118853333,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity,3,26,0,h,ng/mL
94,0.7871786667,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity,3,26,0,h,ng/mL
18,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity,2,20,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity,2,20,1,h,ng/mL
68,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity,2,20,1,h,ng/mL
94,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity,2,20,1,h,ng/mL
18,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity,2,21,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity,2,21,1,h,ng/mL
68,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity,2,21,1,h,ng/mL
94,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity,2,21,1,h,ng/mL
18,0,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity,2,22,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity,2,22,1,h,ng/mL
68,0,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity,2,22,1,h,ng/mL
94,5.6474173333,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity,2,22,0,h,ng/mL
18,0,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity,2,23,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity,2,23,1,h,ng/mL
68,2.8017733333,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity,2,23,0,h,ng/mL
94,145.79573,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity,2,23,0,h,ng/mL
18,0,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity,2,24,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity,2,24,1,h,ng/mL
68,32.994118333,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity,2,24,0,h,ng/mL
94,75.422766667,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity,2,24,0,h,ng/mL
18,0,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity,2,25,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity,2,25,1,h,ng/mL
68,58.206563333,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity,2,25,0,h,ng/mL
94,76.874046667,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity,2,25,0,h,ng/mL
18,0,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity,2,26,1,h,ng/mL
44,0,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity,2,26,1,h,ng/mL
68,15.63565,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity,2,26,0,h,ng/mL
94,128.03883333,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity,2,26,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity,1,20,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity,1,20,1,h,ng/mL
68,0.9252666667,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity,1,20,0,h,ng/mL
94,1.4438593333,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity,1,20,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity,1,21,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity,1,21,1,h,ng/mL
68,0.842292,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity,1,21,0,h,ng/mL
94,1.1741913333,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity,1,21,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,5,LowExpr,HighAffinity,1,22,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,5,LowExpr,HighAffinity,1,22,1,h,ng/mL
68,1.7342716667,IL2,LowExprHighAffinity,5,LowExpr,HighAffinity,1,22,0,h,ng/mL
94,0.8837793333,IL2,LowExprHighAffinity,5,LowExpr,HighAffinity,1,22,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,50,LowExpr,HighAffinity,1,23,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,50,LowExpr,HighAffinity,1,23,1,h,ng/mL
68,1.4646033333,IL2,LowExprHighAffinity,50,LowExpr,HighAffinity,1,23,0,h,ng/mL
94,1.194935,IL2,LowExprHighAffinity,50,LowExpr,HighAffinity,1,23,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,500,LowExpr,HighAffinity,1,24,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,500,LowExpr,HighAffinity,1,24,1,h,ng/mL
68,13.661908667,IL2,LowExprHighAffinity,500,LowExpr,HighAffinity,1,24,0,h,ng/mL
94,17.644704,IL2,LowExprHighAffinity,500,LowExpr,HighAffinity,1,24,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,5000,LowExpr,HighAffinity,1,25,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,5000,LowExpr,HighAffinity,1,25,1,h,ng/mL
68,1.2779103333,IL2,LowExprHighAffinity,5000,LowExpr,HighAffinity,1,25,0,h,ng/mL
94,0.821548,IL2,LowExprHighAffinity,5000,LowExpr,HighAffinity,1,25,0,h,ng/mL
18,0,IL2,LowExprHighAffinity,50000,LowExpr,HighAffinity,1,26,1,h,ng/mL
44,0,IL2,LowExprHighAffinity,50000,LowExpr,HighAffinity,1,26,1,h,ng/mL
68,1.4646033333,IL2,LowExprHighAffinity,50000,LowExpr,HighAffinity,1,26,0,h,ng/mL
94,0.966754,IL2,LowExprHighAffinity,50000,LowExpr,HighAffinity,1,26,0,h,ng/mL
18,0,TNFa,LowExprHighAffinity,0,LowExpr,HighAffinity,5,20,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,0,LowExpr,HighAffinity,5,20,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,0,LowExpr,HighAffinity,5,20,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,0,LowExpr,HighAffinity,5,20,1,h,ng/mL
18,0,TNFa,LowExprHighAffinity,0.5,LowExpr,HighAffinity,5,21,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,0.5,LowExpr,HighAffinity,5,21,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,0.5,LowExpr,HighAffinity,5,21,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,0.5,LowExpr,HighAffinity,5,21,1,h,ng/mL
18,0,TNFa,LowExprHighAffinity,5,LowExpr,HighAffinity,5,22,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,5,LowExpr,HighAffinity,5,22,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,5,LowExpr,HighAffinity,5,22,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,5,LowExpr,HighAffinity,5,22,1,h,ng/mL
18,0,TNFa,LowExprHighAffinity,50,LowExpr,HighAffinity,5,23,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,50,LowExpr,HighAffinity,5,23,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,50,LowExpr,HighAffinity,5,23,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,50,LowExpr,HighAffinity,5,23,1,h,ng/mL
18,0,TNFa,LowExprHighAffinity,500,LowExpr,HighAffinity,5,24,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,500,LowExpr,HighAffinity,5,24,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,500,LowExpr,HighAffinity,5,24,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,500,LowExpr,HighAffinity,5,24,1,h,ng/mL
18,0,TNFa,LowExprHighAffinity,5000,LowExpr,HighAffinity,5,25,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,5000,LowExpr,HighAffinity,5,25,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,5000,LowExpr,HighAffinity,5,25,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,5000,LowExpr,HighAffinity,5,25,1,h,ng/mL
18,0,TNFa,LowExprHighAffinity,50000,LowExpr,HighAffinity,5,26,1,h,ng/mL
44,0,TNFa,LowExprHighAffinity,50000,LowExpr,HighAffinity,5,26,1,h,ng/mL
68,0,TNFa,LowExprHighAffinity,50000,LowExpr,HighAffinity,5,26,1,h,ng/mL
94,0,TNFa,LowExprHighAffinity,50000,LowExpr,HighAffinity,5,26,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,0,LowExpr,LowAffinity,4,30,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,0,LowExpr,LowAffinity,4,30,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,0,LowExpr,LowAffinity,4,30,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,0,LowExpr,LowAffinity,4,30,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,0.5,LowExpr,LowAffinity,4,31,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,0.5,LowExpr,LowAffinity,4,31,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,0.5,LowExpr,LowAffinity,4,31,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,0.5,LowExpr,LowAffinity,4,31,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,5,LowExpr,LowAffinity,4,32,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,5,LowExpr,LowAffinity,4,32,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,5,LowExpr,LowAffinity,4,32,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,5,LowExpr,LowAffinity,4,32,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,50,LowExpr,LowAffinity,4,33,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,50,LowExpr,LowAffinity,4,33,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,50,LowExpr,LowAffinity,4,33,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,50,LowExpr,LowAffinity,4,33,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,500,LowExpr,LowAffinity,4,34,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,500,LowExpr,LowAffinity,4,34,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,500,LowExpr,LowAffinity,4,34,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,500,LowExpr,LowAffinity,4,34,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,5000,LowExpr,LowAffinity,4,35,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,5000,LowExpr,LowAffinity,4,35,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,5000,LowExpr,LowAffinity,4,35,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,5000,LowExpr,LowAffinity,4,35,1,h,ng/mL
18,0,IFNg,LowExprLowAffinity,50000,LowExpr,LowAffinity,4,36,1,h,ng/mL
44,0,IFNg,LowExprLowAffinity,50000,LowExpr,LowAffinity,4,36,1,h,ng/mL
68,0,IFNg,LowExprLowAffinity,50000,LowExpr,LowAffinity,4,36,1,h,ng/mL
94,0,IFNg,LowExprLowAffinity,50000,LowExpr,LowAffinity,4,36,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,0,LowExpr,LowAffinity,5,30,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,0,LowExpr,LowAffinity,5,30,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,0,LowExpr,LowAffinity,5,30,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,0,LowExpr,LowAffinity,5,30,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,0.5,LowExpr,LowAffinity,5,31,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,0.5,LowExpr,LowAffinity,5,31,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,0.5,LowExpr,LowAffinity,5,31,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,0.5,LowExpr,LowAffinity,5,31,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,5,LowExpr,LowAffinity,5,32,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,5,LowExpr,LowAffinity,5,32,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,5,LowExpr,LowAffinity,5,32,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,5,LowExpr,LowAffinity,5,32,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,50,LowExpr,LowAffinity,5,33,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,50,LowExpr,LowAffinity,5,33,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,50,LowExpr,LowAffinity,5,33,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,50,LowExpr,LowAffinity,5,33,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,500,LowExpr,LowAffinity,5,34,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,500,LowExpr,LowAffinity,5,34,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,500,LowExpr,LowAffinity,5,34,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,500,LowExpr,LowAffinity,5,34,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,5000,LowExpr,LowAffinity,5,35,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,5000,LowExpr,LowAffinity,5,35,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,5000,LowExpr,LowAffinity,5,35,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,5000,LowExpr,LowAffinity,5,35,1,h,ng/mL
18,0,TNFa,LowExprLowAffinity,50000,LowExpr,LowAffinity,5,36,1,h,ng/mL
44,0,TNFa,LowExprLowAffinity,50000,LowExpr,LowAffinity,5,36,1,h,ng/mL
68,0,TNFa,LowExprLowAffinity,50000,LowExpr,LowAffinity,5,36,1,h,ng/mL
94,0,TNFa,LowExprLowAffinity,50000,LowExpr,LowAffinity,5,36,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,0,LowExpr,LowAffinity,3,30,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,0,LowExpr,LowAffinity,3,30,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,0,LowExpr,LowAffinity,3,30,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,0,LowExpr,LowAffinity,3,30,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,0.5,LowExpr,LowAffinity,3,31,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,0.5,LowExpr,LowAffinity,3,31,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,0.5,LowExpr,LowAffinity,3,31,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,0.5,LowExpr,LowAffinity,3,31,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,5,LowExpr,LowAffinity,3,32,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,5,LowExpr,LowAffinity,3,32,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,5,LowExpr,LowAffinity,3,32,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,5,LowExpr,LowAffinity,3,32,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,50,LowExpr,LowAffinity,3,33,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,50,LowExpr,LowAffinity,3,33,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,50,LowExpr,LowAffinity,3,33,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,50,LowExpr,LowAffinity,3,33,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,500,LowExpr,LowAffinity,3,34,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,500,LowExpr,LowAffinity,3,34,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,500,LowExpr,LowAffinity,3,34,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,500,LowExpr,LowAffinity,3,34,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,5000,LowExpr,LowAffinity,3,35,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,5000,LowExpr,LowAffinity,3,35,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,5000,LowExpr,LowAffinity,3,35,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,5000,LowExpr,LowAffinity,3,35,1,h,ng/mL
18,0,IL6,LowExprLowAffinity,50000,LowExpr,LowAffinity,3,36,1,h,ng/mL
44,0,IL6,LowExprLowAffinity,50000,LowExpr,LowAffinity,3,36,1,h,ng/mL
68,0,IL6,LowExprLowAffinity,50000,LowExpr,LowAffinity,3,36,1,h,ng/mL
94,0,IL6,LowExprLowAffinity,50000,LowExpr,LowAffinity,3,36,1,h,ng/mL
18,0,IL2,LowExprLowAffinity,0,LowExpr,LowAffinity,1,30,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,0,LowExpr,LowAffinity,1,30,1,h,ng/mL
68,0.8008043333,IL2,LowExprLowAffinity,0,LowExpr,LowAffinity,1,30,0,h,ng/mL
94,0.8630353333,IL2,LowExprLowAffinity,0,LowExpr,LowAffinity,1,30,0,h,ng/mL
18,0,IL2,LowExprLowAffinity,0.5,LowExpr,LowAffinity,1,31,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,0.5,LowExpr,LowAffinity,1,31,1,h,ng/mL
68,1.1741913333,IL2,LowExprLowAffinity,0.5,LowExpr,LowAffinity,1,31,0,h,ng/mL
94,25.651779,IL2,LowExprLowAffinity,0.5,LowExpr,LowAffinity,1,31,0,h,ng/mL
18,0,IL2,LowExprLowAffinity,5,LowExpr,LowAffinity,1,32,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,5,LowExpr,LowAffinity,1,32,1,h,ng/mL
68,0.8630356667,IL2,LowExprLowAffinity,5,LowExpr,LowAffinity,1,32,0,h,ng/mL
94,0.593367,IL2,LowExprLowAffinity,5,LowExpr,LowAffinity,1,32,0,h,ng/mL
18,0,IL2,LowExprLowAffinity,50,LowExpr,LowAffinity,1,33,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,50,LowExpr,LowAffinity,1,33,1,h,ng/mL
68,0.759317,IL2,LowExprLowAffinity,50,LowExpr,LowAffinity,1,33,0,h,ng/mL
94,0.9252666667,IL2,LowExprLowAffinity,50,LowExpr,LowAffinity,1,33,0,h,ng/mL
18,0,IL2,LowExprLowAffinity,500,LowExpr,LowAffinity,1,34,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,500,LowExpr,LowAffinity,1,34,1,h,ng/mL
68,1.132704,IL2,LowExprLowAffinity,500,LowExpr,LowAffinity,1,34,0,h,ng/mL
94,1.402372,IL2,LowExprLowAffinity,500,LowExpr,LowAffinity,1,34,0,h,ng/mL
18,0,IL2,LowExprLowAffinity,5000,LowExpr,LowAffinity,1,35,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,5000,LowExpr,LowAffinity,1,35,1,h,ng/mL
68,1.402372,IL2,LowExprLowAffinity,5000,LowExpr,LowAffinity,1,35,0,h,ng/mL
94,1.0704726667,IL2,LowExprLowAffinity,5000,LowExpr,LowAffinity,1,35,0,h,ng/mL
18,0,IL2,LowExprLowAffinity,50000,LowExpr,LowAffinity,1,36,1,h,ng/mL
44,0,IL2,LowExprLowAffinity,50000,LowExpr,LowAffinity,1,36,1,h,ng/mL
68,1.7550156667,IL2,LowExprLowAffinity,50000,LowExpr,LowAffinity,1,36,0,h,ng/mL
94,1.1534476667,IL2,LowExprLowAffinity,50000,LowExpr,LowAffinity,1,36,0,h,ng/mL
18,0,IL10,LowExprLowAffinity,0,LowExpr,LowAffinity,2,30,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,0,LowExpr,LowAffinity,2,30,1,h,ng/mL
68,0,IL10,LowExprLowAffinity,0,LowExpr,LowAffinity,2,30,1,h,ng/mL
94,0,IL10,LowExprLowAffinity,0,LowExpr,LowAffinity,2,30,1,h,ng/mL
18,0,IL10,LowExprLowAffinity,0.5,LowExpr,LowAffinity,2,31,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,0.5,LowExpr,LowAffinity,2,31,1,h,ng/mL
68,0,IL10,LowExprLowAffinity,0.5,LowExpr,LowAffinity,2,31,1,h,ng/mL
94,0,IL10,LowExprLowAffinity,0.5,LowExpr,LowAffinity,2,31,1,h,ng/mL
18,0,IL10,LowExprLowAffinity,5,LowExpr,LowAffinity,2,32,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,5,LowExpr,LowAffinity,2,32,1,h,ng/mL
68,0,IL10,LowExprLowAffinity,5,LowExpr,LowAffinity,2,32,1,h,ng/mL
