Time,DV,YDESC,CL_Drug,DOSEGROUP,CL,Drug,YTYPE,ID,mdv,TIME_UNIT,UNIT
94,0,IL10,LowExprLowAffinity,5,LowExpr,LowAffinity,2,32,1,h,ng/mL
18,0,IL10,LowExprLowAffinity,50,LowExpr,LowAffinity,2,33,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,50,LowExpr,LowAffinity,2,33,1,h,ng/mL
68,0,IL10,LowExprLowAffinity,50,LowExpr,LowAffinity,2,33,1,h,ng/mL
94,0,IL10,LowExprLowAffinity,50,LowExpr,LowAffinity,2,33,1,h,ng/mL
18,0,IL10,LowExprLowAffinity,500,LowExpr,LowAffinity,2,34,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,500,LowExpr,LowAffinity,2,34,1,h,ng/mL
68,0,IL10,LowExprLowAffinity,500,LowExpr,LowAffinity,2,34,1,h,ng/mL
94,0,IL10,LowExprLowAffinity,500,LowExpr,LowAffinity,2,34,1,h,ng/mL
18,0,IL10,LowExprLowAffinity,5000,LowExpr,LowAffinity,2,35,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,5000,LowExpr,LowAffinity,2,35,1,h,ng/mL
68,0,IL10,LowExprLowAffinity,5000,LowExpr,LowAffinity,2,35,1,h,ng/mL
94,0,IL10,LowExprLowAffinity,5000,LowExpr,LowAffinity,2,35,1,h,ng/mL
18,0,IL10,LowExprLowAffinity,50000,LowExpr,LowAffinity,2,36,1,h,ng/mL
44,0,IL10,LowExprLowAffinity,50000,LowExpr,LowAffinity,2,36,1,h,ng/mL
68,6.0458033333,IL10,LowExprLowAffinity,50000,LowExpr,LowAffinity,2,36,0,h,ng/mL
94,125.33546667,IL10,LowExprLowAffinity,50000,LowExpr,LowAffinity,2,36,0,h,ng/mL
0,0,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,1,h,ng/mL
3,2.7788766667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
6,6.77636,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
9,13.703786667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
12,20.222863333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
15,27.418343333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
18,33.344663333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
21,39.886476667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
24,43.58868,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
27,50.132583333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
30,53.681373333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
33,57.499156667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
36,61.49359,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
39,63.233423333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
42,65.851393333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
45,68.504523333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
48,70.88541,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
51,72.491666667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
54,75.263156667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
57,76.012633333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
60,77.77252,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
63,79.773723333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
66,81.808546667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
69,83.317153333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
72,85.71765,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
77,86.423816667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
81,89.237642,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
85,91.128044667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
89,91.775127,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
93,91.021282,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
97,93.183245333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
101,94.429538667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
105,95.063760333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
109,95.779511,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
113,96.501498,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
117,96.861919667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
121,97.368162333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
125,97.610066,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
129,98.238782667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
133,98.573664,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
137,98.358344,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
141,98.718205333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
145,98.821859667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
149,99.148794667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
153,99.272032,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
157,99.390874,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
161,99.181178667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
165,99.423068333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
169,99.433433333,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
173,99.61112,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
177,99.583094,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
181,99.557563,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
185,99.616036667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
189,99.591699667,Cells,HighExprLowAffinity,50000,HighExpr,LowAffinity,6,16,0,h,ng/mL
0,0,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,1,h,ng/mL
3,2.02023,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
6,4.642655,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
9,12.083805,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
12,19.43261,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
15,26.64739,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
18,31.383835,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
21,35.91145,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
24,39.64674,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
27,42.383535,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
30,43.31321,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
33,46.070005,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
36,47.599855,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
39,50.595485,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
42,53.02255,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
45,54.79858,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
48,57.474115,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
51,59.49453,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
54,62.23488,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
57,63.633855,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
60,64.53251,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
63,65.645655,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
66,66.822585,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
69,68.023,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
72,69.27902,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
77,71.52569,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
81,74.187325,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
85,74.59185,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
89,77.40962,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
93,76.59054,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
97,79.940885,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
101,81.929435,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
105,82.78963,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
109,85.964675,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
113,87.499925,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
117,89.14126,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
121,90.204461,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
125,91.7321375,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
129,93.206681,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
133,94.135952,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
137,94.5299405,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
141,95.015797,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
145,95.4154665,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
149,96.478251,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
153,96.788171,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
157,96.838706,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
161,97.227332,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
165,97.603869,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
169,98.0094605,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
173,98.15784,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
177,98.1754555,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
181,98.3464805,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
185,98.476819,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
189,98.623881,Cells,HighExprLowAffinity,5000,HighExpr,LowAffinity,6,15,0,h,ng/mL
0,0,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,1,h,ng/mL
3,0,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,1,h,ng/mL
6,0,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,1,h,ng/mL
9,2.9049033333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
12,10.97905,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
15,19.528093333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
18,26.574973333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
21,32.757926667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
24,36.09926,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
27,41.12539,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
30,44.72197,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
33,49.190416667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
36,52.000963333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
39,55.822396667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
42,57.764933333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
45,59.24051,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
48,62.20293,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
51,64.24418,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
54,65.393506667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
57,67.2147,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
60,69.230716667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
63,70.436003333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
66,71.110313333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
69,72.79962,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
72,74.757863333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
77,77.083346667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
81,78.78028,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
85,80.279396667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
89,81.89924,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
93,82.457243333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
97,83.804336667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
101,85.235275667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
105,86.928946,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
109,87.495051333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
113,88.905624,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
117,89.056048667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
121,88.770361,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
125,89.725739333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
129,89.947918,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
133,90.183368,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
137,90.650402,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
141,91.020206333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
145,91.292773,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
149,91.656438333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
153,91.39728,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
157,91.385321333,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
161,91.89552,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
165,91.679566,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
169,92.188438667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
173,92.152417667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
177,92.296241,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
181,93.213417,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
185,93.620240667,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
189,93.638069,Cells,HighExprLowAffinity,500,HighExpr,LowAffinity,6,14,0,h,ng/mL
0,0,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,1,h,ng/mL
3,2.81165,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
6,0,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,1,h,ng/mL
9,0,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,1,h,ng/mL
12,0,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,1,h,ng/mL
15,2.32391,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
18,6.747,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
21,10.74929,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
24,15.24889,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
27,17.14245,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
30,22.20628,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
33,24.74059,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
36,30.08655,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
39,32.82169,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
42,33.38115,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
45,38.79883,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
48,39.56869,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
51,42.94458,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
54,46.31569,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
57,47.36767,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
60,49.96892,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
63,52.70884,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
66,54.11945,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
69,56.29513,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
72,56.64897,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
77,57.70095,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
81,59.31717,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
85,56.01779,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
89,56.99804,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
93,55.52527,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
97,51.79553,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
101,51.9342,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
105,49.4764,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
109,46.38263,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
113,44.48907,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
117,43.2267,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
121,39.49696,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
125,52.49845,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
129,52.71362,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
133,47.86496,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
137,51.44647,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
141,52.28805,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
145,52.01549,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
149,49.6868,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
153,53.5552,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
157,56.57725,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
161,56.86415,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
165,54.40157,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
169,55.02797,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
173,57.00282,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
177,60.36915,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
181,63.32903,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
185,65.71032,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
189,67.61345,Cells,HighExprLowAffinity,50,HighExpr,LowAffinity,6,13,0,h,ng/mL
0,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
3,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
6,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
9,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
12,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
15,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
18,6.0422233333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
21,9.5134366667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
24,14.386293333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
27,18.204246667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
30,21.224303333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
33,23.79468,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
36,25.801583333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
39,26.754243333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
42,28.65287,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
45,30.393173333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
48,33.073536667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
51,35.624913333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
54,35.22022,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
57,37.502153333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
60,37.928786667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
63,39.050723333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
66,37.58078,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
69,35.706863333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
72,36.058123333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
77,32.950696667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
81,31.051916667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
85,27.950686667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
89,22.71886,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
93,14.789983333,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
97,10.772746667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
101,3.2156966667,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,0,h,ng/mL
105,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
109,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
113,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
117,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
121,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
125,0,Cells,HighExprLowAffinity,5,HighExpr,LowAffinity,6,12,1,h,ng/mL
