TIME,DV,YDESC,SUBJECT_GROUP,CL,COMPOUND,YTYPE,ID,mdv,TIME_UNIT,UNIT,AMT,STUDYID
24,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
27,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
30,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
33,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
36,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
39,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
42,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
45,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
48,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
51,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
54,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
57,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
60,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
63,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
66,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
69,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
72,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
77,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
81,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
85,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
89,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
93,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
97,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
101,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
105,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
109,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
113,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
117,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
121,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
125,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
129,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
133,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
137,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
141,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
145,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
149,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
153,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
157,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
161,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
165,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
169,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
173,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
177,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
181,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
185,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
189,0,Cells,HighExprLowAffinity,HighExpr,LowAffinity,6,10,1,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,1,h,ng/mL,.,.
3,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,1,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,1,h,ng/mL,.,.
15,5.181483333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
18,13.28085667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
21,20.42458,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
24,27.19429,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
27,32.90929333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
30,36.78435333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
33,41.57462,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
36,46.16497,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
39,49.05243,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
42,52.58094,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
45,56.60154,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
48,59.54459667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
51,62.11968333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
54,64.39708,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
57,67.02662,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
60,68.74167,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
63,70.56446667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
66,72.48010667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
69,74.32341,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
72,76.03482667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
77,77.970781,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
81,80.034506,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
85,81.52064767,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
89,82.488052,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
93,79.768537,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
97,83.47333933,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
101,85.308976,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
105,86.39742,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
109,87.13596633,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
113,88.354642,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
117,88.700595,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
121,88.76074133,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
125,89.06012733,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
129,89.250376,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
133,89.291644,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
137,89.809083,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
141,89.50832567,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
145,89.89640867,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
149,90.40012167,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
153,89.842093,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
157,90.39774667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
161,90.888301,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
165,91.04620133,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
169,91.27226767,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
173,91.55827467,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
177,91.764856,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
181,91.846627,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
185,92.454817,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
189,92.47059833,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,26,0,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
3,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
15,0.863033333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
18,8.97647,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
21,15.12431,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
24,22.49356333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
27,28.09702667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
30,33.16645667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
33,38.32334333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
36,42.75080667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
39,46.64756333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
42,49.88145333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
45,52.21872,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
48,54.07793667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
51,56.17277333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
54,58.45588667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
57,59.93803333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
60,61.09966333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
63,61.48992667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
66,63.51234667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
69,66.40921667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
72,68.26117333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
77,70.54763667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
81,70.54079667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
85,70.51972,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
89,70.83955667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
93,69.45952667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
97,70.46490333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
101,70.80154967,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
105,69.946056,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
109,68.92736933,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
113,68.06613733,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
117,64.87258233,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
121,61.113545,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
125,56.08864167,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
129,48.95481833,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
133,41.805799,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
137,35.67883767,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
141,27.808712,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
145,19.81365233,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
149,10.40971733,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
153,0.150659667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,0,h,ng/mL,.,.
157,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
161,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
165,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
169,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
173,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
177,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
181,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
185,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
189,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,25,1,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
3,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
15,2.076106667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
18,9.261203333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
21,15.64512667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
24,22.44851667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
27,27.54893333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
30,32.14400333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
33,35.87096667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
36,39.22893333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
39,42.62557667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
42,45.21863,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
45,47.25863667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
48,49.91994667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
51,51.7692,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
54,52.81883333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
57,54.89297667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
60,53.74401667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
63,53.76377,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
66,50.02542667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
69,50.03560333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
72,49.68598333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
77,47.46407,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
81,44.45248667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
85,42.09902,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
89,39.69625333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
93,34.55849667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
97,28.96784333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
101,24.73470333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
105,18.88781333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
109,10.50345667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
113,2.93128,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,0,h,ng/mL,.,.
117,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
121,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
125,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
129,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
133,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
137,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
141,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
145,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
149,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
153,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
157,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
161,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
165,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
169,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
173,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
177,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
181,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
185,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
189,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,24,1,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
3,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
15,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
18,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
21,3.327116667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
24,8.238193333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
27,10.69231333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
30,13.18616,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
33,14.16665667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
36,15.52086,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
39,16.77032333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
42,16.26496,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
45,15.51716333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
48,15.20676667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
51,13.49381667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
54,11.73827333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
57,9.168913333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
60,5.242393333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
63,3.78646,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
66,1.04063,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,0,h,ng/mL,.,.
69,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
72,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
77,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
81,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
85,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
89,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
93,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
97,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
101,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
105,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
109,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
113,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
117,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
121,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
125,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
129,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
133,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
137,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
141,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
145,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
149,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
153,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
157,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
161,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
165,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
169,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
173,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
177,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
181,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
185,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
189,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,23,1,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
3,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
15,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
