TIME,DV,YDESC,SUBJECT_GROUP,CL,COMPOUND,YTYPE,ID,mdv,TIME_UNIT,UNIT,AMT,STUDYID
18,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
21,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
24,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
27,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
30,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
33,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
36,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
39,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
42,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
45,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
48,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
51,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
54,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
57,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
60,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
63,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
66,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
69,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
72,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
77,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
81,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
85,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
89,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
93,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
97,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
101,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
105,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
109,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
113,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
117,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
121,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
125,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
129,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
133,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
137,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
141,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
145,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
149,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
153,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
157,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
161,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
165,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
169,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
173,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
177,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
181,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
185,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
189,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,22,1,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
3,0.09635,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
15,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
18,0.676286667,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
21,5.252733333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
24,6.789113333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
27,8.194233333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
30,7.577133333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
33,5.962013333,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
36,3.5969,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,0,h,ng/mL,.,.
39,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
42,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
45,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
48,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
51,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
54,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
57,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
60,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
63,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
66,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
69,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
72,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
77,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
81,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
85,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
89,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
93,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
97,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
101,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
105,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
109,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
113,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
117,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
121,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
125,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
129,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
133,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
137,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
141,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
145,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
149,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
153,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
157,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
161,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
165,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
169,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
173,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
177,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
181,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
185,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
189,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,21,1,h,ng/mL,.,.
0,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
3,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
6,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
9,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
12,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
15,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
18,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
21,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
24,0.50895,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,0,h,ng/mL,.,.
27,0.34136,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,0,h,ng/mL,.,.
30,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
33,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
36,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
39,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
42,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
45,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
48,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
51,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
54,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
57,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
60,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
63,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
66,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
69,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
72,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
77,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
81,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
85,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
89,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
93,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
97,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
101,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
105,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
109,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
113,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
117,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
121,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
125,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
129,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
133,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
137,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
141,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
145,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
149,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
153,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
157,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
161,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
165,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
169,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
173,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
177,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
181,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
185,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
189,0,Cells,LowExprHighAffinity,LowExpr,HighAffinity,6,20,1,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,1,h,ng/mL,.,.
3,2.57019,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
6,4.90559,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
9,10.60575,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
12,17.21676333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
15,23.81411667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
18,30.51273667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
21,35.92436,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
24,41.11776667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
27,45.11762333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
30,49.54972,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
33,53.23412333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
36,56.44657333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
39,59.33396,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
42,62.70598333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
45,65.97938333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
48,68.32163,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
51,69.91248667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
54,72.44264333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
57,74.40183,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
60,76.00486667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
63,77.30327667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
66,78.45557,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
69,80.75888,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
72,82.52877667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
77,84.34910667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
81,85.82182,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
85,87.891243,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
89,89.18577367,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
93,87.83582567,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
97,90.51062367,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
101,92.110285,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
105,92.111161,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
109,93.35284267,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
113,94.16984467,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
117,94.23053233,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
121,95.00606067,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
125,96.46568633,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
129,96.96204667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
133,97.18387933,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
137,97.08416767,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
141,97.51814667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
145,97.87785767,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
149,98.05133333,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
153,98.37903,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
157,98.45877467,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
161,98.770221,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
165,99.007651,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
169,99.28887767,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
173,99.18194,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
177,99.34673267,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
181,99.47970667,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
185,99.18869433,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
189,99.46030633,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,7,0,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,1,h,ng/mL,.,.
3,2.41962,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
6,6.30771,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
9,8.14968,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
12,12.58062,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
15,18.20628,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
18,23.04784,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
21,28.6735,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
24,34.06254,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
27,37.98311,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
30,42.37925,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
33,45.71985,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
36,47.90748,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
39,52.06468,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
42,55.53983,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
45,58.27031,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
48,60.89408,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
51,63.31833,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
54,64.71721,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
57,66.04417,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
60,68.56818,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
63,69.89746,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
66,71.39609,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
69,73.24038,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
72,75.96622,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
77,79.16995,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
81,82.06978,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
85,83.77488,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
89,85.41038,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
93,88.44708,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
97,91.88976,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
101,94.682875,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
105,96.865866,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
109,97.037535,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
113,98.366817,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
117,98.98158,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
121,98.946782,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
125,99.083654,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
129,99.15093,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
133,99.253004,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
137,99.220526,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
141,99.49427,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
145,99.730896,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
149,99.561546,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
153,99.730896,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
157,99.83297,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
161,99.865448,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
165,99.900246,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
169,99.900246,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
173,99.865448,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
177,99.900246,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
181,99.865448,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
185,99.932724,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
189,99.897926,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,6,0,h,ng/mL,.,.
0,0,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,1,h,ng/mL,.,.
3,1.81983,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
6,2.466635,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
9,8.637835,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
12,13.755495,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
15,20.887865,Cells,HighExprHighAffinity,HighExpr,HighAffinity,6,5,0,h,ng/mL,.,.
